충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
서부시민운동장,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC콤보,0,2,N,울산광역시 동구 새납길 24,울산광역시 동구 서부동 257-47,울산시,1661-9408,35.52738941,129.4218568,2020-09-18,6310000,울산광역시
방어동 공영주차장,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC콤보,0,1,Y,,울산광역시 동구 방어동 913-15,울산시,1661-9408,35.49000959,129.4186254,2020-09-18,6310000,울산광역시
꽃바위 문화관,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC콤보,0,1,N,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,울산시,1661-9408,35.487052,129.4112636,2020-09-18,6310000,울산광역시
울산시청,울산광역시청 서쪽 주차장,울산광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 남구 중앙로 201,울산광역시 남구 신정동 646-4,한국자동차환경협회,1661-9408,35.53794783,129.3112563,2020-09-18,6310000,울산광역시
울산남구청,울산남구청 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,Y,,1,1,N,울산광역시 남구 돋질로 233(삼산동),울산광역시 남구 달동 1320-1,한전,1899-2100,35.5437296,129.3295209,2020-09-18,6310000,울산광역시
신정1동행정복지센터,신정1동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 월평로 9번길 7(신정동),울산광역시 남구 신정동 639-2,지엔텔,1544-4279,35.5413238,129.3065596,2020-09-18,6310000,울산광역시
신정2동행정복지센터,신정2동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 봉월로 20번길 9(신정동),울산광역시 남구 신정동 1210-9,지엔텔,1544-4279,35.5346671,129.3078652,2020-09-18,6310000,울산광역시
신정3동행정복지센터,신정3동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 월평로 103번길 18(신정동),울산광역시 남구 신정동 294-4,지엔텔,1544-4279,35.5450475,129.3163808,2020-09-18,6310000,울산광역시
신정4동행정복지센터,신정4동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 수암로 64번길 16(신정동),울산광역시 남구 신정동 880-9,지엔텔,1544-4279,35.5293994,129.3144525,2020-09-18,6310000,울산광역시
신정5동행정복지센터,신정5동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 월평로 147(신정동),울산광역시 남구 신정동 80-23,지엔텔,1544-4279,35.54487841,129.3214248,2020-09-18,6310000,울산광역시
달동행정복지센터,달동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 돋질로 92번길 28(달동),울산광역시 남구 달동 864-3,지엔텔,1544-4279,35.5363654,129.316533,2020-09-18,6310000,울산광역시
삼산동행정복지센터,삼산동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 삼산중로 131번길 36(삼산동),울산광역시 남구 삼산동 1513-13,지엔텔,1544-4279,35.5444376,129.3318645,2020-09-18,6310000,울산광역시
삼호동행정복지센터,삼호동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 삼호로 15(무거동),울산광역시 남구 무거동 1443-1,지엔텔,1544-4279,35.5500016,129.2660089,2020-09-18,6310000,울산광역시
야음장생포동행정복지센터,야음장생포동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 수암로 322(야음동),울산광역시 남구 야음동 369-6,지엔텔,1544-4279,35.5197232,129.3388074,2020-09-18,6310000,울산광역시
대현동행정복지센터,대현동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 수암로 182(야음동),울산광역시 남구 야음동 675-4,지엔텔,1544-4279,35.5265278,129.3267922,2020-09-18,6310000,울산광역시
수암동행정복지센터,수암동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 중앙로 32(야음동),울산광역시 남구 신정동 859-16,지엔텔,1544-4279,35.5244626,129.3184513,2020-09-18,6310000,울산광역시
선암동행정복지센터,선암동행정복지센터 내 주차장,울산광역시,연중무휴,00:00,00:00,Y,N,,1,0,N,울산광역시 남구 산업로 325번길 34(선암동),울산광역시 남구 선암동 181-121,지엔텔,1544-4279,35.5130209,129.3351922,2020-09-18,6310000,울산광역시
태화강생태공원노상주차장,외부주차장,울산광역시,24시간운영,00:00,00:00,N,Y,,,1,N,,울산광역시 중구 태화동 343,한국자동차환경협회,1661-9408,35.554429,129.279615,2020-09-18,6310000,울산광역시
동부면사무소,동부면사무소,경상남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상남도 거제시 동부면 동부로 16,경상남도 거제시 동부면 동부로 16,한국전력,055-630-2242,34.82160946,128.6081178,2020-09-20,5370000,경상남도 거제시
와현해수욕장,와현해수욕장,경상남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상남도 거제시 일운면 와현리431-2,경상남도 거제시 일운면 와현리431-2,한국자동차환경협회,1661-9408,34.8135275066,128.7063276606,2020-09-20,5370000,경상남도 거제시
조선해양문화관,조선해양문화관,경상남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상남도 거제시 일운면 지세포해안로 41,경상남도 거제시 일운면 지세포해안로 41,한국자동차환경협회,1661-9408,34.83369412,128.7018842,2020-09-20,5370000,경상남도 거제시
gs마트,gs마트고현점,경상남도,연중무휴,10:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경상남도 거제시 서문로 51(고현동),경상남도 거제시 서문로 51(고현동),한국자동차환경협회,1661-9408,34.88956928,128.6214651,2020-09-20,5370000,경상남도 거제시
거제관광안내소,거제관광안내소,경상남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상남도 거제시 사등면 오량리 841,경상남도 거제시 사등면 오량리 841,한국자동차환경협회,1661-9408,34.88738682,128.4911825,2020-09-20,5370000,경상남도 거제시
거제학동주차장,거제학동주차장,경상남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상남도 거제시 동부면 학동리 264,경상남도 거제시 동부면 학동리 264,한국자동차환경협회,1661-9408,34.7752091561,128.6412572,2020-09-20,5370000,경상남도 거제시
연초면사무소,연초면사무소 주자창,경상남도,연중무휴,00:00,23:59,N,Y,DC콤보,0,1,N,경상남도 거제시 연초면 죽토로11,경상남도 거제시 연초면 죽토리 781-1,,1661-9408,34.9145936169,128.656586,2020-09-20,5370000,경상남도 거제시
거제시체육관,거제시체육관 주차장,경상남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상남도 거제시 계룡로11길35,경상남도 거제시 고현동 910,한국컴퓨터,041-589-3300,34.882784,128.6163055165,2020-09-20,5370000,경상남도 거제시
거제문화예술회관,거제문화예술회관 주차장,경상남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상남도 거제시 장승로145,경상남도 거제시 장승포동 426-33,한국컴퓨터,041-589-3300,34.8671783689,128.7233575564,2020-09-20,5370000,경상남도 거제시
블루핸즈 연초점,블루핸즈 연초점 주차장,경상남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상남도 거제시 연초면 거제대로 4453,경상남도 거제시 연초면 연사리 1367,대영채비,1522-2573,34.9001257088,128.644895,2020-09-20,5370000,경상남도 거제시
거제현대서비스,거제현대서비스 주차장,경상남도,연중무휴,00:00,23:59,Y,N,,2,0,N,경상남도 거제시 연초면 연하해안로 316,경상남도 거제시 연초면 오비리 209-18,대영채비,1522-2573,34.9039306438,128.6238407091,2020-09-20,5370000,경상남도 거제시
울산 동구 전하체육센터,전하체육센터 주차장 입구옆,울산광역시,연중무휴,00:00,12:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,울산광역시 동구 봉수로 285,울산광역시 동구 전하동 559-8,환경부(한국자동차환경협회),1661-9408,35.51200185,129.4221041,2020-09-18,6310000,울산광역시
전하 공영주차장,입구 소형차 주차구역,울산광역시,연중무휴,00:00,12:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,울산광역시 동구 진성8길 119,울산광역시 동구 전하동 638-4,환경부(한국자동차환경협회),1661-9408,35.510765,129.429465,2020-09-18,6310000,울산광역시
일산동 공영주차장,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,,울산광역시 동구 일산동 948-4,환경부(한국자동차환경협회),1661-9408,35.498544,129.430454,2020-09-18,6310000,울산광역시
화정지하 공영주차장,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,울산광역시 동구 대송로 140,울산광역시 동구 화정동 857-1,환경부(한국자동차환경협회),1661-9408,35.49586711,129.422597,2020-09-18,6310000,울산광역시
울산동구청,보건소 앞 지상주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,울산광역시 동구 봉수로 155,울산광역시 동구 화정동 222,환경부(한국자동차환경협회),1661-9408,35.5050697141,129.4164300357,2020-09-18,6310000,울산광역시
옥류천 공영주차장,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,,울산광역시 동구 동부동 425-1,환경부(한국자동차환경협회),1661-9408,35.547496,129.424636,2020-09-18,6310000,울산광역시
방어동행정복지센터,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 동구 꽃바위로 325,울산광역시 동구 방어동 413-1,환경부(한국자동차환경협회),1661-9408,35.486213,129.424021,2020-09-18,6310000,울산광역시
방어동행정복지센터,외부 주차장,울산광역시,연중무휴,09:00,18:00,Y,N,AC완속,1,0,N,울산광역시 동구 꽃바위로325,울산광역시 동구 방어동 413-1,지엔텔,1544-4279,35.486213,129.424021,2020-09-18,6310000,울산광역시
수협 직판장 주차장,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC콤보,0,2,Y,울산광역시 동구 동진5길 71,울산광역시 동구 방어동 175-6,환경부(한국자동차환경협회),1661-9408,35.48509095,129.4283024,2020-09-18,6310000,울산광역시
동구 대학1길 공영주차장,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,,울산광역시 동구 화정동 198,환경부(한국자동차환경협회),1661-9408,35.49847231,129.4193171,2020-09-18,6310000,울산광역시
남목1동주민센터,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,울산광역시 동구 방어진순환도로 1170,울산광역시 동구 서부동 522-1,환경부(한국자동차환경협회),1661-9408,35.539296,129.420766,2020-09-18,6310000,울산광역시
남목1동주민센터,외부 주차장,울산광역시,연중무휴,09:00,18:00,Y,N,AC완속,1,0,N,울산광역시 동구 방어진순환도로1170,울산광역시 동구 서부동 522-1,지엔텔,1544-4279,35.53928726,129.4207551,2020-09-18,6310000,울산광역시
전하시장 공영주차장,외부 주차장,울산광역시,연중무휴,00:00,12:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,,울산광역시 동구 전하동 449-10,한국전력,052-219-8275,35.51416655,129.4316187,2020-09-18,6310000,울산광역시
전하1동주민센터,외부 주차장,울산광역시,연중무휴,09:00,18:00,Y,N,AC완속,1,0,N,울산광역시 동구 바드래3길55,,지엔텔,1544-4279,35.516811,129.428626,2020-09-18,6310000,울산광역시
남목2동주민센터,외부 주차장,울산광역시,연중무휴,09:00,18:00,Y,N,AC완속,1,0,N,울산광역시 동구 명덕6길33,울산광역시 동구 서부동 113-190,지엔텔,1544-4279,35.524626,129.431459,2020-09-18,6310000,울산광역시
금수면사무소,금수면사무소,경상북도,연중무휴,00:00,24:00,N,Y,,0,1,N,경상북도 성주군 금수면 성주로 1883,경상북도 성주군 금수면 광산리 119,한국환경공단,1661-9408,35.9196034080,128.1757522860,2020-07-10,5210000,경상북도 성주군
충남도청,충청남도 홍성군 홍북읍 충남대로 21,충청남도,연중무휴,09:00,24:00,N,Y,,,3,N,충청남도 홍성군 홍북읍 충남대로 21,,환경부,,36.6589915285,126.6728023502,2020-07-08,4600000,충청남도 홍성군
블루핸즈 내포현대서비스,충청남도 홍성군 홍북읍 홍북로453번길 50,충청남도,연중무휴,09:00,24:00,N,Y,,,3,N,충청남도 홍성군 홍북읍 홍북로453번길 50,,환경부,,36.6512337932,126.6900220697,2020-07-08,4600000,충청남도 홍성군
블루핸즈 오관점,충청남도 홍성군 홍성읍 충서로 1402,충청남도,연중무휴,09:00,24:00,N,Y,,,3,N,충청남도 홍성군 홍성읍 충서로 1402,,환경부,,36.6006667341,126.6537452008,2020-07-08,4600000,충청남도 홍성군
한국전력공사 홍성지사,충청남도 홍성군 홍성읍 충서로 1417-6,충청남도,연중무휴,09:00,24:00,N,Y,,,1,N,충청남도 홍성군 홍성읍 충서로 1417-6,,한전,,36.6027525691,126.6520951616,2020-07-08,4600000,충청남도 홍성군
롯데캐슬 아파트,충청남도 홍성군 홍북읍 신대로 34,충청남도,연중무휴,09:00,24:00,Y,Y,,3,1,N,충청남도 홍성군 홍북읍 신대로 34,,한전,,36.6518557772,126.6719289043,2020-07-08,4600000,충청남도 홍성군
극동스타클래스센트럴 아파트,충청남도 홍성군 홍북읍 신대로 33,충청남도,연중무휴,09:00,24:00,Y,Y,,3,1,N,충청남도 홍성군 홍북읍 신대로 33,,한전,,36.6533946654,126.6744678247,2020-07-08,4600000,충청남도 홍성군
효성해링턴플레이스 아파트,충청남도 홍성군 홍북읍 신대로 54,충청남도,연중무휴,09:00,24:00,Y,Y,,2,2,N,충청남도 홍성군 홍북읍 신대로 54,,한전,,36.6514990376,126.6745965869,2020-07-08,4600000,충청남도 홍성군
LH스타힐스 아파트,충청남도 홍성군 홍북읍 홍예로 213,충청남도,연중무휴,09:00,24:00,Y,Y,,4,,N,충청남도 홍성군 홍북읍 홍예로 213,,한전,,36.6475390779,126.6831436588,2020-07-08,4600000,충청남도 홍성군
경남아너스빌 아파트,충청남도 홍성군 홍북읍 청사로 15,충청남도,연중무휴,09:00,24:00,Y,N,,12,,N,충청남도 홍성군 홍북읍 청사로 15,,KT,,36.6473164211,126.6701678266,2020-07-08,4600000,충청남도 홍성군
향촌현대 아파트,충청남도 홍성군 홍성읍 월계천길 41-11,충청남도,연중무휴,09:00,24:00,Y,N,,6,,N,충청남도 홍성군 홍성읍 월계천길 41-11,,㈜이카플러그,,36.6018586211,126.6545669293,2020-07-08,4600000,충청남도 홍성군
부영2차 아파트,충청남도 홍성군 홍성읍 월산로30번길 38,충청남도,연중무휴,09:00,24:00,Y,N,,4,,N,충청남도 홍성군 홍성읍 월산로30번길 38,,㈜인포텔,,36.6013839406,126.6500090945,2020-07-08,4600000,충청남도 홍성군
세광엔리치타워 아파트,충청남도 홍성군 홍성읍 충서로 1506,충청남도,연중무휴,09:00,24:00,Y,N,,1,,N,충청남도 홍성군 홍성읍 충서로 1506,,,,36.6041908088,126.6570780070,2020-07-08,4600000,충청남도 홍성군
효자그린빌,충청남도 홍성군 홍성읍 대학길 18-33,충청남도,연중무휴,09:00,24:00,Y,N,,1,,N,충청남도 홍성군 홍성읍 대학길 18-33,,,,36.5765241207,126.6564898003,2020-07-08,4600000,충청남도 홍성군
중흥S클래스 아파트,홍성군 홍북읍 자경로17,충청남도,연중무휴,09:00,24:00,Y,Y,,23,2,N,충청남도 홍성군 홍북읍 자경로17,,시그넷이브이,,36.6542967517,126.6828386083,2020-07-08,4600000,충청남도 홍성군
부영1차 아파트,홍성군 홍성읍 월산로30번길 39,충청남도,연중무휴,09:00,24:00,Y,N,,5,,N,충청남도 홍성군 홍성읍 월산로30번길 39,,,,36.6024175533,126.6497048951,2020-07-08,4600000,충청남도 홍성군
광천복합공공청사 및 문예회관,홍성군 광천읍 광천로 342,충청남도,연중무휴,09:00,24:00,Y,N,,1,,N,충청남도 홍성군 광천읍 광천로 342,,KT,,36.5045949280,126.6254771740,2020-07-08,4600000,충청남도 홍성군
홍북읍 사무소,홍성군 홍북읍 홍북로 449,충청남도,연중무휴,09:00,24:00,Y,N,,1,,N,충청남도 홍성군 홍북읍 홍북로 449,,KT,,36.6497900213,126.6920453335,2020-07-08,4600000,충청남도 홍성군
광주광역시 북구 양산동주민센터,민원인주차장,광주광역시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,광주광역시 북구 양산택지로 32(양산동),광주광역시 북구 양산동 1019,한국전력공사,062-260-5233,35.209144,126.879659,2020-06-30,3620000,광주광역시 북구
용주산공영주차장,주차장 내,부산광역시,연중무휴,00:00,23:59,N,Y,DC차데모+DC콤보+AC상,0,1,Y,부산광역시 중구 대청로116번길 3,부산광역시 중구 대청동1가 43-1,한국자동차관리환경협회,070-4027-1379,35.10232149,129.0326841,2020-07-13,3250000,부산광역시 중구
부산 중구청,주차빌딩 옆,부산광역시,연중무휴,06:00,21:00,N,Y,급속,0,1,N,부산광역시 중구 중구로 120,부산광역시 중구 대청동1가 1-4,한국전력공사 중부산지사,051-240-3244,35.1061985257,129.0323731,2020-07-13,3250000,부산광역시 중구
태백시청 후문주차장,"강원도 태백시 태붐로 21,태백시청",강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,"강원도 태백시 태붐로 21,태백시청",강원도 태백시 황지동 244-3,환경부(한국자동차환경협회),1661-9408,37.1642169384,128.9865547451,2020-07-10,4220000,강원도 태백시
GS 연화주유소,"강원도 태백시 강원남부로 302, GS주유소",강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,"강원도 태백시 강원남부로 302,GS 연화주유소",강원도 태백시 통동 266-1,환경부(한국자동차환경협회),1661-9408,37.1703416342,129.0217853385,2020-07-10,4220000,강원도 태백시
태백산국립공원 당골제1주차장,강원도 태백시 소도동 326,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,2,N,강원도 태백시 천제단길 134,강원도 태백시 소도동 326,환경부(한국자동차환경협회),1661-9408,37.1225251355,128.9528011485,2020-07-10,4220000,강원도 태백시
태백산국립공원 유일사 주차장,강원도 태백시 태백산로 4246-1,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,강원도 태백시 태백산로 4246-1,강원도 태백시 혈동 260-68,환경부(한국자동차환경협회),1661-9408,37.1201471130,128.9083097253,2020-07-10,4220000,강원도 태백시
태백산 국립공원 유일사 주차장,강원도 태백시 태백산로 4246-1,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,2,N,강원도 태백시 태백산로 4246-1,강원도 태백시 혈동 260-68,환경부(한국자동차환경협회),1661-9408,37.1201471130,128.9083097253,2020-07-10,4220000,강원도 태백시
한국전력 태백지사,"강원도 태백시 반딧불길 7,한국전력태백지사",강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,"강원도 태백시 반딧불길 7,한국전력태백지사",강원도 태백시 황지동 201-22,한국전력,123,37.1584448887,128.9869259238,2020-07-10,4220000,강원도 태백시
이마트 태백점,강원도 태백시 굴거랑길 4,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,강원도 태백시 굴거랑길 4,강원도 태백시 화전동 113,한국전력,123,37.1999675,128.9618503546,2020-07-10,4220000,강원도 태백시
태백시 LGBESTSHOP(태백점),강원도 태백시 번영로 367,강원도,연중무휴,00:00,24:00,Y,N,,1,,N,강원도 태백시 번영로 367,강원도 태백시 황지동 29-44,포스코ICT,154-280-1114,37.1718593,128.9934289359,2020-07-10,4220000,강원도 태백시
포천시청,외부주차장,경기도,연중무휴,00:00,23:59,Y,Y,,5,7,Y,경기도 포천시 중앙로 87,경기도 포천시 신읍동 58-2,"효성, 포스코ICT 등",02-707-6520,37.8947009216,127.2003395,2020-06-30,5600000,경기도 포천시
포천시청,제4별관 외부주차장,경기도,연중무휴,00:00,23:59,Y,N,,1,0,N,경기도 포천시 중앙로 61번길 9-6,경기도 포천시 신읍동 107-1,중앙제어,031-960-6828,37.89221348,127.1978475,2020-06-30,5600000,경기도 포천시
포천아트밸리,외부주차장,경기도,매월 첫번째 월요일,00:00,23:59,Y,N,,1,0,N,경기도 포천시 신북면 아트밸리로 234,경기도 포천시 신북면 기지리 282,중앙제어,031-960-6828,37.92344632,127.2365003780,2020-06-30,5600000,경기도 포천시
포천농업기술센터,외부주차장,경기도,연중무휴,00:00,23:59,Y,N,,1,0,N,경기도 포천시 신북면 틀못이길 11-88,,"중앙제어, 에버온",031-960-6828,37.92329432,127.2252096,2020-06-30,5600000,경기도 포천시
청소년문화의집,외부주차장,경기도,연중무휴,00:00,23:59,Y,N,,1,0,N,경기도 포천시 왕방로 169,,,,37.8973967215,127.1959495,2020-06-30,5600000,경기도 포천시
소흘읍행정복지센터,외부주차장,경기도,연중무휴,00:00,23:59,Y,Y,,1,1,N,경기도 포천시 소흘읍 호국로 567,,포스코ICT,1600-4047,37.8234959856,127.1384330188,2020-06-30,5600000,경기도 포천시
군내면사무소,외부주차장,경기도,연중무휴,00:00,23:59,Y,N,,2,0,N,경기도 포천시 군내면 청군로 3290번길 16,,"중앙제어, 에버온",031-960-6828,37.88895516,127.2177744,2020-06-30,5600000,경기도 포천시
내촌면사무소,외부주차장,경기도,연중무휴,00:00,23:59,Y,N,,1,0,N,경기도 포천시 내촌면 내촌로 70,,에버온,1600-7766,37.78614084,127.2285915,2020-06-30,5600000,경기도 포천시
영중면사무소,외부주차장,경기도,연중무휴,00:00,23:59,Y,Y,,1,1,N,경기도 포천시 영중면 양문로 151,,에버온,1600-7766,38.00570911,127.2454853,2020-06-30,5600000,경기도 포천시
홍주종합경기장,충청남도 홍성군 홍성읍 홍덕서로 78,충청남도,연중무휴,09:00,24:00,N,Y,,,1,N,충청남도 홍성군 홍성읍 홍덕서로 78,,환경부,,36.6085232244,126.6434805464,2020-07-08,4600000,충청남도 홍성군
광천생활체육공원,충청남도 홍성군 광천읍 광천리 8-1,충청남도,연중무휴,09:00,24:00,N,Y,,,1,N,,충청남도 홍성군 광천읍 광천리 8-1,환경부,,36.5081044,126.6314065,2020-07-08,4600000,충청남도 홍성군
홍성읍사무소,충청남도 홍성군 홍성읍 문화로 108,충청남도,연중무휴,09:00,24:00,N,Y,,,2,N,충청남도 홍성군 홍성읍 문화로 108,,한전,,36.5970314309,126.6631401136,2020-07-08,4600000,충청남도 홍성군
금마면사무소,충청남도 홍성군 금마면 광금북로 478,충청남도,연중무휴,09:00,24:00,N,Y,,,2,N,충청남도 홍성군 금마면 광금북로 478,,한전,,36.6121411965,126.7326010527,2020-07-08,4600000,충청남도 홍성군
구항면사무소,충청남도 홍성군 구항면 구항길109,충청남도,연중무휴,09:00,24:00,N,Y,,,2,N,충청남도 홍성군 구항면 구항길109,,한전,,36.5879538700,126.6106553756,2020-07-08,4600000,충청남도 홍성군
서부농협 광리지점,충청남도 홍성군 서부면 서부로777,충청남도,연중무휴,09:00,24:00,N,Y,,,3,N,충청남도 홍성군 서부면 서부로777,,환경부,,36.5980751422,126.5038395330,2020-07-08,4600000,충청남도 홍성군
서부 남당항 주차장,충청남도 홍성군 서부면 남당리 859-2,충청남도,연중무휴,09:00,24:00,N,Y,,,3,N,,충청남도 홍성군 서부면 남당리 859-2,환경부,,36.5393548,126.4694265,2020-07-08,4600000,충청남도 홍성군
금마 하나로마트 주차장,충청남도 홍성군 금마면 봉수산로 863,충청남도,연중무휴,09:00,24:00,N,Y,,,2,N,충청남도 홍성군 금마면 봉수산로 863,,환경부,,36.6259595967,126.7351828451,2020-07-08,4600000,충청남도 홍성군
롯데마트 홍성점,충청남도 홍성군 홍성읍 조양로247번길 9,충청남도,"매월 2, 4주수요일",09:00,24:00,N,Y,,,1,N,충청남도 홍성군 홍성읍 조양로247번길 9,,환경부,,36.6010401613,126.6763151985,2020-07-08,4600000,충청남도 홍성군
홍성휴게소,충청남도 홍성군 은하면 서해안고속도로 221,충청남도,연중무휴,09:00,24:00,N,Y,,,2,N,충청남도 홍성군 은하면 서해안고속도로 221,,환경부,,36.5536076192,126.5793075653,2020-07-08,4600000,충청남도 홍성군
공단주유소LPG충전소,경상북도 의성군 안계면 서부로 1783,경상북도,연중무휴,00:00,24:00,N,Y,DC차데모AC상DC콤보,0,1,N,경상북도 의성군 안계면 서부로 1783,경상북도 의성군 안계면 용기리 932-7,한국자동차환경협회,1661-9408,36.3909974,128.4317538,2020-06-30,5150000,경상북도 의성군
낙동강의성휴게소(하행),경상북도 의성군 단밀면 도안로 757-67,경상북도,연중무휴,00:00,24:00,N,Y,DC차데모AC상DC콤보,0,2,N,경상북도 의성군 단밀면 도안로 757-67,경상북도 의성군 단밀면 낙정리 산1-4,한국자동차환경협회,1661-9408,36.34568947,128.2958194,2020-06-30,5150000,경상북도 의성군
그랜드앰배서더 서울,주차장 내,서울특별시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 중구 동호로 287,서울특별시 중구 장충동2가 186-54,환경부(한국자동차환경협회),1661-9408,37.560133,127.0023043543,2020-07-14,3010000,서울특별시 중구
면천면사무소,"충청남도 당진시 면천로 623 , 사무소 앞 주차장(성상리 950)",충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,,N,충청남도 당진시 면천면 면천로 623,충청남도 당진시 면천면 성상리 945,환경부(한국자동차환경협회),,36.81586551,126.6650841,2020-07-13,5680000,충청남도 당진시
행담도휴게소(서울방향),"충청남도 당진시 신평면 서해안고속도로 275, 행담도휴게소(서울방향) 뒷편 주차장(매산리 513)",충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,,N,"충청남도 당진시 신평면 서해안고속도로 275, 행담도휴게소(서울방향) 뒷편 주차장",충청남도 당진시 신평면 매산리 511-3,환경부(한국자동차환경협회),,36.94514243,126.8071302,2020-07-13,5680000,충청남도 당진시
행담도휴게소(목포방향),"충청남도 당진시 신평면 서해안고속도로 275, 행담도휴게소(목포방향) 뒷편 주차장(매산리 513)",충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,,N,"충청남도 당진시 신평면 서해안고속도로 275, 행담도휴게소(목포방향) 뒷편 주차장",충청남도 당진시 신평면 매산리 511-3,환경부(한국자동차환경협회),,36.94514243,126.8071302,2020-07-13,5680000,충청남도 당진시
롯데마트 당진점,"충청남도 당진시 정안로 20 , 지상주차장 1층 매장입구 우측(원당동 824)",충청남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상,,,N,"충청남도 당진시 정안로 20 , 지상주차장 1층 매장입구 우측(원당동 824), 롯데마트",충청남도 당진시 원당동 824,환경부(한국자동차환경협회),,36.90577309,126.6462584,2020-07-13,5680000,충청남도 당진시
